city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Wallingford Center,Wallingford Center,CT,Connecticut,9170,South Central Connecticut,41.4499,-72.8189,18208,968.6,shape,FALSE,TRUE,America/New_York,3,06492 06494,1840073312
Franklin Park,Franklin Park,IL,Illinois,17031,Cook,41.9361,-87.8794,18197,1470.7,shape,FALSE,TRUE,America/Chicago,3,60131,1840011278
Gainesville,Gainesville,VA,Virginia,51153,Prince William,38.7931,-77.6347,18196,694.7,shape,FALSE,FALSE,America/New_York,3,20155 20169 20156,1840006098
Calhoun,Calhoun,GA,Georgia,13129,Gordon,34.491,-84.9386,18183,419.7,shape,FALSE,TRUE,America/New_York,3,30701 30703,1840013596
Richmond Hill,Richmond Hill,GA,Georgia,13029,Bryan,31.9012,-81.3125,18181,295.1,shape,FALSE,TRUE,America/New_York,3,31324,1840014913
Amsterdam,Amsterdam,NY,New York,36057,Montgomery,42.942,-74.1906,18166,1194.3,shape,FALSE,TRUE,America/New_York,3,12010,1840000391
Manchester,Manchester,MO,Missouri,29189,St. Louis,38.583,-90.5064,18160,1390.6,shape,FALSE,TRUE,America/Chicago,3,63011 63021,1840009739
Cohoes,Cohoes,NY,New York,36001,Albany,42.7732,-73.7077,18159,1858.4,shape,FALSE,TRUE,America/New_York,3,12047,1840000418
Bayshore Gardens,Bayshore Gardens,FL,Florida,12081,Manatee,27.4345,-82.5793,18131,1994.4,shape,FALSE,FALSE,America/New_York,3,34207 34282,1840014168
Trenton,Trenton,MI,Michigan,26163,Wayne,42.1394,-83.1929,18125,966,shape,FALSE,TRUE,America/Detroit,3,48183,1840003966
Steubenville,Steubenville,OH,Ohio,39081,Jefferson,40.3653,-80.6519,18124,664.1,shape,FALSE,TRUE,America/New_York,3,43952 43953,1840001341
Pinewood,Pinewood,FL,Florida,12086,Miami-Dade,25.8697,-80.2174,18114,3990,shape,FALSE,FALSE,America/New_York,2,33147 33167 33168 33150,1840029066
Willimantic,Willimantic,CT,Connecticut,9180,Southeastern Connecticut,41.7171,-72.2114,18096,1288.8,shape,FALSE,FALSE,America/New_York,3,06226 06256,1840003284
Johnstown,Johnstown,PA,Pennsylvania,42021,Cambria,40.326,-78.9194,18087,1181,shape,FALSE,TRUE,America/New_York,3,15906 15902 15905 15901 15907,1840001116
Palos Hills,Palos Hills,IL,Illinois,17031,Cook,41.6986,-87.8266,18081,1644,shape,FALSE,TRUE,America/Chicago,3,60465,1840009182
Murray,Murray,KY,Kentucky,21035,Calloway,36.6146,-88.3207,18080,597,shape,FALSE,TRUE,America/Chicago,3,42071,1840014410
Bourbonnais,Bourbonnais,IL,Illinois,17091,Kankakee,41.183,-87.8784,18078,749.5,shape,FALSE,TRUE,America/Chicago,3,60914,1840011692
Clemson,Clemson,SC,South Carolina,45077,Pickens,34.6837,-82.8124,18072,878.4,shape,FALSE,TRUE,America/New_York,3,29630 29631 29632,1840014626
Lake St. Louis,Lake St. Louis,MO,Missouri,29183,St. Charles,38.7846,-90.7886,18066,816,shape,FALSE,TRUE,America/Chicago,3,63367,1840008572
Woodmere,Woodmere,NY,New York,36059,Nassau,40.6375,-73.7219,18061,2702.2,shape,FALSE,FALSE,America/New_York,2,11581 11516 11598,1840005284
Graham,Graham,NC,North Carolina,37001,Alamance,36.0589,-79.3894,18048,630.7,shape,FALSE,TRUE,America/New_York,3,27253 27258 27216,1840013361
Colonial Park,Colonial Park,PA,Pennsylvania,42043,Dauphin,40.2987,-76.8069,18032,1380.8,shape,FALSE,FALSE,America/New_York,3,17112 17109 17177,1840005398
Jacksonville,Jacksonville,IL,Illinois,17137,Morgan,39.7292,-90.2317,18014,658.5,shape,FALSE,TRUE,America/Chicago,3,62650 62651,1840008438
Scarsdale,Scarsdale,NY,New York,36119,Westchester,40.9902,-73.7773,18010,1041.7,shape,FALSE,TRUE,America/New_York,3,10583,1840004943
Powder Springs,Powder Springs,GA,Georgia,13067,Cobb,33.8659,-84.684,18009,874,shape,FALSE,TRUE,America/New_York,3,30127,1840014755
Burlington,Burlington,KY,Kentucky,21015,Boone,39.0223,-84.7217,18008,788.9,shape,FALSE,FALSE,America/New_York,3,41005,1840013160
Norcross,Norcross,GA,Georgia,13135,Gwinnett,33.9379,-84.2065,18007,1132.2,shape,FALSE,TRUE,America/New_York,3,30071,1840014744
Port Washington,Port Washington,NY,New York,36059,Nassau,40.8268,-73.6765,18004,1654.7,shape,FALSE,FALSE,America/New_York,3,11050,1840005252
East St. Louis,East St. Louis,IL,Illinois,17163,St. Clair,38.6155,-90.1304,17999,499.1,shape,FALSE,TRUE,America/Chicago,3,62203 62204 62205 62207 62201 62202,1840008629
Buford,Buford,GA,Georgia,13135,Gwinnett,34.1192,-83.9903,17997,365.4,shape,FALSE,TRUE,America/New_York,3,30519 30518 30515,1840013678
North Druid Hills,North Druid Hills,GA,Georgia,13089,DeKalb,33.8185,-84.3254,17997,1766,shape,FALSE,FALSE,America/New_York,3,30033 30329 30324 30359,1840029449
Viera West,Viera West,FL,Florida,12009,Brevard,28.2467,-80.7387,17984,762.9,shape,FALSE,TRUE,America/New_York,3,32940 32955,1840039133
Anoka,Anoka,MN,Minnesota,27003,Anoka,45.2099,-93.3893,17970,1040.6,shape,FALSE,TRUE,America/Chicago,3,55303,1840006717
West Columbia,West Columbia,SC,South Carolina,45063,Lexington,33.9932,-81.0936,17963,736.7,shape,FALSE,TRUE,America/New_York,3,29169 29170 29171,1840015605
North Babylon,North Babylon,NY,New York,36103,Suffolk,40.7314,-73.3248,17963,2103.7,shape,FALSE,FALSE,America/New_York,2,11703,1840005054
Hernando,Hernando,MS,Mississippi,28033,DeSoto,34.85,-89.9921,17949,270.8,shape,FALSE,TRUE,America/Chicago,3,38632 38651,1840014642
Hope Mills,Hope Mills,NC,North Carolina,37051,Cumberland,34.971,-78.9597,17939,766.3,shape,FALSE,TRUE,America/New_York,3,28348 28306,1840016438
Cary,Cary,IL,Illinois,17111,McHenry,42.2129,-88.2494,17923,1060.4,shape,FALSE,TRUE,America/Chicago,3,60013,1840010109
Oxon Hill,Oxon Hill,MD,Maryland,24033,Prince George's,38.7884,-76.9727,17893,1072.9,shape,FALSE,FALSE,America/New_York,3,20744 20745,1840026688
North Massapequa,North Massapequa,NY,New York,36059,Nassau,40.7031,-73.4678,17877,2305.3,shape,FALSE,FALSE,America/New_York,2,11758,1840005241
Spanish Lake,Spanish Lake,MO,Missouri,29189,St. Louis,38.7884,-90.2077,17873,936.1,shape,FALSE,FALSE,America/Chicago,3,63138,1840006123
Ashtabula,Ashtabula,OH,Ohio,39007,Ashtabula,41.8805,-80.7984,17856,894.8,shape,FALSE,TRUE,America/New_York,3,44004 44005,1840007046
Cudahy,Cudahy,WI,Wisconsin,55079,Milwaukee,42.9467,-87.8641,17853,1443.9,shape,FALSE,TRUE,America/Chicago,3,53110,1840003045
North Valley Stream,North Valley Stream,NY,New York,36059,Nassau,40.684,-73.7077,17825,3687,shape,FALSE,FALSE,America/New_York,2,11580 11003,1840005244
Lemont,Lemont,IL,Illinois,17031,Cook,41.6695,-87.9838,17820,779.8,shape,FALSE,TRUE,America/Chicago,3,60439,1840011258
Tiffin,Tiffin,OH,Ohio,39147,Seneca,41.1165,-83.1805,17818,951.1,shape,FALSE,TRUE,America/New_York,3,44883,1840000821
Lebanon,Lebanon,IN,Indiana,18011,Boone,40.0324,-86.4551,17812,397.4,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,46052,1840008387
Logansport,Logansport,IN,Indiana,18017,Cass,40.7472,-86.352,17790,654.5,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,46947,1840013861
Portsmouth,Portsmouth,OH,Ohio,39145,Scioto,38.7538,-82.9445,17728,638,shape,FALSE,TRUE,America/New_York,3,45662,1840001646
North Canton,North Canton,OH,Ohio,39151,Stark,40.8742,-81.3971,17727,1069.6,shape,FALSE,TRUE,America/New_York,3,44720 44709,1840008290
Troy,Troy,AL,Alabama,1109,Pike,31.8021,-85.9664,17716,241.3,shape,FALSE,TRUE,America/Chicago,3,36081 36082 36079,1840005558
Calera,Calera,AL,Alabama,1117,Shelby,33.1254,-86.7449,17714,281.4,shape,FALSE,TRUE,America/Chicago,3,35040,1840013757
Godfrey,Godfrey,IL,Illinois,17119,Madison,38.9577,-90.2156,17712,198.8,shape,FALSE,TRUE,America/Chicago,3,62035,1840012796
Kaukauna,Kaukauna,WI,Wisconsin,55087,Outagamie,44.2773,-88.2641,17706,830.2,shape,FALSE,TRUE,America/Chicago,3,54130,1840002403
Havelock,Havelock,NC,North Carolina,37049,Craven,34.9078,-76.8987,17691,399.5,shape,FALSE,TRUE,America/New_York,3,28533 28532,1840014592
Laurel,Laurel,MS,Mississippi,28067,Jones,31.6956,-89.1449,17679,369.9,shape,FALSE,TRUE,America/Chicago,3,39443 39440 39441 39442,1840014945
Tillmans Corner,Tillmans Corner,AL,Alabama,1097,Mobile,30.5819,-88.2128,17677,525.4,shape,FALSE,FALSE,America/Chicago,3,36582 36619,1840013896
Shelbyville,Shelbyville,KY,Kentucky,21211,Shelby,38.2067,-85.2292,17668,683.5,shape,FALSE,TRUE,America/New_York,3,40065 40066,1840015205
Streetsboro,Streetsboro,OH,Ohio,39133,Portage,41.2396,-81.3456,17661,290.7,shape,FALSE,TRUE,America/New_York,3,44241,1840000808
Morganton,Morganton,NC,North Carolina,37023,Burke,35.7408,-81.7002,17646,354.4,shape,FALSE,TRUE,America/New_York,3,28655 28680,1840014504
Damascus,Damascus,MD,Maryland,24031,Montgomery,39.2701,-77.1957,17640,478.2,shape,FALSE,FALSE,America/New_York,3,20872 20882,1840005832
Takoma Park,Takoma Park,MD,Maryland,24031,Montgomery,38.981,-77.0028,17632,3256.8,shape,FALSE,TRUE,America/New_York,2,20912 20913,1840005850
Calverton,Calverton,MD,Maryland,24031,Montgomery,39.0578,-76.9488,17624,1487.1,shape,FALSE,FALSE,America/New_York,3,20705 20904,1840031445
Wildwood,Wildwood,FL,Florida,12119,Sumter,28.7752,-82.0075,17608,116.6,shape,FALSE,TRUE,America/New_York,3,34785 32163 33585 33514 34484,1840015956
Goodlettsville,Goodlettsville,TN,Tennessee,47165,Sumner,36.333,-86.7026,17597,471.9,shape,FALSE,TRUE,America/Chicago,3,37072 37070,1840013345
Jenison,Jenison,MI,Michigan,26139,Ottawa,42.9063,-85.8269,17582,1159.5,shape,FALSE,FALSE,America/Detroit,3,49428 49429,1840004344
Aurora,Aurora,OH,Ohio,39133,Portage,41.3118,-81.345,17581,296.2,shape,FALSE,TRUE,America/New_York,3,44202,1840000806
St. Matthews,St. Matthews,KY,Kentucky,21111,Jefferson,38.2497,-85.6384,17577,1539.4,shape,FALSE,TRUE,America/Kentucky/Louisville,3,40207 40222,1840015194
Kirksville,Kirksville,MO,Missouri,29001,Adair,40.1986,-92.5752,17563,471.4,shape,FALSE,TRUE,America/Chicago,3,63501,1840008372
Idylwood,Idylwood,VA,Virginia,51059,Fairfax,38.8896,-77.2056,17559,2420.4,shape,FALSE,FALSE,America/New_York,2,22043 22046,1840006032
Glen Allen,Glen Allen,VA,Virginia,51087,Henrico,37.666,-77.4838,17551,770.2,shape,FALSE,FALSE,America/New_York,3,23059 23060 23058,1840006390
Ferndale,Ferndale,MD,Maryland,24003,Anne Arundel,39.1869,-76.6331,17529,1710.6,shape,FALSE,FALSE,America/New_York,3,21061,1840005906
New Philadelphia,New Philadelphia,OH,Ohio,39157,Tuscarawas,40.486,-81.4401,17520,829.7,shape,FALSE,TRUE,America/New_York,3,44663,1840001281
Eastlake,Eastlake,OH,Ohio,39085,Lake,41.6581,-81.4322,17493,1054.2,shape,FALSE,TRUE,America/New_York,3,44095 44097,1840000533
South Venice,South Venice,FL,Florida,12115,Sarasota,27.0444,-82.4155,17484,1133.5,shape,FALSE,FALSE,America/New_York,3,34293 34284,1840014180
Cortland,Cortland,NY,New York,36023,Cortland,42.6004,-76.1784,17450,1730.2,shape,FALSE,TRUE,America/New_York,3,13045,1840000419
New Port Richey,New Port Richey,FL,Florida,12101,Pasco,28.2468,-82.717,17425,1468.8,shape,FALSE,TRUE,America/New_York,3,34652 34653 34656,1840015102
Adelphi,Adelphi,MD,Maryland,24033,Prince George's,39.0017,-76.9649,17395,2468.8,shape,FALSE,FALSE,America/New_York,2,20783 20787,1840005944
McKeesport,McKeesport,PA,Pennsylvania,42003,Allegheny,40.3418,-79.844,17380,1328.9,shape,FALSE,TRUE,America/New_York,3,15132 15134,1840001243
Clayton,Clayton,MO,Missouri,29189,St. Louis,38.6444,-90.3303,17380,2676.7,shape,FALSE,TRUE,America/Chicago,2,63105 63195 63199,1840007439
New Castle,New Castle,IN,Indiana,18065,Henry,39.9191,-85.3697,17367,915.5,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,47362,1840008396
White Oak,White Oak,MD,Maryland,24031,Montgomery,39.0451,-76.9885,17329,2142.6,shape,FALSE,FALSE,America/New_York,2,20903 20904 20901,1840005847
Danville,Danville,KY,Kentucky,21021,Boyle,37.6418,-84.7777,17327,369.7,shape,FALSE,TRUE,America/New_York,3,40422 40423,1840014354
Ashwaubenon,Ashwaubenon,WI,Wisconsin,55009,Brown,44.4796,-88.0889,17314,539.8,shape,FALSE,TRUE,America/Chicago,3,54115 54313 54304,1840002342
Wayne,Wayne,MI,Michigan,26163,Wayne,42.2774,-83.3877,17310,1110.3,shape,FALSE,TRUE,America/Detroit,3,48184,1840001846
Easton,Easton,MD,Maryland,24041,Talbot,38.776,-76.0701,17308,582.5,shape,FALSE,TRUE,America/New_York,3,21601,1840006089
Aberdeen,Aberdeen,MD,Maryland,24025,Harford,39.5151,-76.1733,17298,959.4,shape,FALSE,TRUE,America/New_York,3,21001,1840005666
Wixom,Wixom,MI,Michigan,26125,Oakland,42.5243,-83.5346,17295,730.8,shape,FALSE,TRUE,America/Detroit,3,48393,1840000407
Mount Dora,Mount Dora,FL,Florida,12069,Lake,28.8142,-81.6344,17278,755.7,shape,FALSE,TRUE,America/New_York,3,32757 32756,1840015082
Defiance,Defiance,OH,Ohio,39039,Defiance,41.2813,-84.3657,17276,518.2,shape,FALSE,TRUE,America/New_York,3,43512,1840007133
Hybla Valley,Hybla Valley,VA,Virginia,51059,Fairfax,38.7484,-77.0821,17257,3245.5,shape,FALSE,FALSE,America/New_York,2,22306,1840006031
Upper Grand Lagoon,Upper Grand Lagoon,FL,Florida,12005,Bay,30.169,-85.7407,17232,820.8,shape,FALSE,FALSE,America/Chicago,3,32401 32407 32408 32406 32411,1840029090
Parole,Parole,MD,Maryland,24003,Anne Arundel,38.9863,-76.5518,17229,647.8,shape,FALSE,FALSE,America/New_York,3,21401,1840005913
Tifton,Tifton,GA,Georgia,13277,Tift,31.4624,-83.5203,17210,511.1,shape,FALSE,TRUE,America/New_York,3,31793 31794,1840015863
Glenmont,Glenmont,MD,Maryland,24031,Montgomery,39.0698,-77.0467,17208,2372.8,shape,FALSE,FALSE,America/New_York,2,20906,1840024490
Millbrook,Millbrook,AL,Alabama,1051,Elmore,32.5027,-86.3737,17189,460.8,shape,FALSE,TRUE,America/Chicago,3,36022 36054,1840014877
Hinsdale,Hinsdale,IL,Illinois,17043,DuPage,41.8007,-87.9273,17175,1434.4,shape,FALSE,TRUE,America/Chicago,3,60521,1840011403
Fort Thomas,Fort Thomas,KY,Kentucky,21037,Campbell,39.0801,-84.4518,17169,1168.4,shape,FALSE,TRUE,America/New_York,3,41075,1840013163
Lake Butler,Lake Butler,FL,Florida,12095,Orange,28.4862,-81.546,17125,579.3,shape,FALSE,FALSE,America/New_York,3,34786,1840143771
Bethpage,Bethpage,NY,New York,36059,Nassau,40.7495,-73.4856,17123,1848.9,shape,FALSE,FALSE,America/New_York,3,11714,1840005233
Avenel,Avenel,NJ,New Jersey,34023,Middlesex,40.5842,-74.2716,17121,1942.9,shape,FALSE,FALSE,America/New_York,3,7001,1840005410
El Dorado,El Dorado,AR,Arkansas,5139,Union,33.2184,-92.664,17115,407.9,shape,FALSE,TRUE,America/Chicago,3,71730 71731,1840013773
Cahokia Heights,Cahokia Heights,IL,Illinois,17163,St. Clair,38.571,-90.1525,17106,418.4,shape,FALSE,TRUE,America/Chicago,3,62203 62205 62206 62207,1840001915
Hollins,Hollins,VA,Virginia,51161,Roanoke,37.3434,-79.9534,17097,767.1,shape,FALSE,FALSE,America/New_York,3,24020 24019 24050,1840006441
Norwalk,Norwalk,OH,Ohio,39077,Huron,41.2443,-82.6088,17095,744.5,shape,FALSE,TRUE,America/New_York,3,44857,1840000817
Laconia,Laconia,NH,New Hampshire,33001,Belknap,43.5725,-71.4775,17085,332.5,shape,FALSE,TRUE,America/New_York,3,3246,1840002683
Waterville,Waterville,ME,Maine,23011,Kennebec,44.5441,-69.6624,17077,487.2,shape,FALSE,TRUE,America/New_York,3,04901 04903,1840000305
Charleston,Charleston,IL,Illinois,17029,Coles,39.4842,-88.1781,17062,725.7,shape,FALSE,TRUE,America/Chicago,3,61920,1840007324
Selma,Selma,AL,Alabama,1047,Dallas,32.4166,-87.0336,17057,476.9,shape,FALSE,TRUE,America/Chicago,3,36701 36703 36702,1840008329
Mount Vernon,Mount Vernon,OH,Ohio,39083,Knox,40.3854,-82.4737,17052,663.7,shape,FALSE,TRUE,America/New_York,3,43050,1840001343
Vero Beach,Vero Beach,FL,Florida,12061,Indian River,27.6463,-80.393,17042,568.1,shape,FALSE,TRUE,America/New_York,3,32963 32960 32961 32964 32965 32969,1840015985
Burke Centre,Burke Centre,VA,Virginia,51059,Fairfax,38.7903,-77.2999,17037,2099.8,shape,FALSE,TRUE,America/New_York,2,22015,1840041683
Safety Harbor,Safety Harbor,FL,Florida,12103,Pinellas,28.008,-82.6964,17033,1335.2,shape,FALSE,TRUE,America/New_York,3,34695,1840015975
Oswego,Oswego,NY,New York,36075,Oswego,43.4516,-76.5005,17033,863.7,shape,FALSE,TRUE,America/New_York,3,13126,1840000348
Huntington,Huntington,IN,Indiana,18069,Huntington,40.881,-85.5063,17030,696.3,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,46750,1840007169
Fairview Park,Fairview Park,OH,Ohio,39035,Cuyahoga,41.4419,-81.853,17018,1401.2,shape,FALSE,TRUE,America/New_York,3,44126,1840000601
Grovetown,Grovetown,GA,Georgia,13073,Columbia,33.4503,-82.2073,17014,1246.1,shape,FALSE,TRUE,America/New_York,3,30813,1840013748
Long Beach,Long Beach,MS,Mississippi,28047,Harrison,30.3608,-89.1651,17009,641.2,shape,FALSE,TRUE,America/Chicago,3,39560,1840015914
New Milford,New Milford,NJ,New Jersey,34003,Bergen,40.9337,-74.0196,16995,2874.3,shape,FALSE,TRUE,America/New_York,2,7646,1840000908
Glassmanor,Glassmanor,MD,Maryland,24033,Prince George's,38.8181,-76.9833,16981,2837.5,shape,FALSE,FALSE,America/New_York,2,20745,1840024545
Belle Glade,Belle Glade,FL,Florida,12099,Palm Beach,26.6916,-80.6656,16972,934.8,shape,FALSE,TRUE,America/New_York,3,33430,1840014206
Massapequa Park,Massapequa Park,NY,New York,36059,Nassau,40.6817,-73.4496,16963,2988,shape,FALSE,TRUE,America/New_York,2,11762,1840005307
Muscle Shoals,Muscle Shoals,AL,Alabama,1033,Colbert,34.7432,-87.6343,16951,388,shape,FALSE,TRUE,America/Chicago,3,35674 35661 35662,1840014657
Brownsville,Brownsville,FL,Florida,12086,Miami-Dade,25.8216,-80.2417,16936,2868.6,shape,FALSE,FALSE,America/New_York,2,33142 33188,1840029024
Bon Air,Bon Air,VA,Virginia,51041,Chesterfield,37.5187,-77.5713,16904,779.8,shape,FALSE,FALSE,America/New_York,3,23235,1840006409
Three Lakes,Three Lakes,FL,Florida,12086,Miami-Dade,25.6415,-80.4,16888,2011.7,shape,FALSE,FALSE,America/New_York,2,33186,1840029010
Stallings,Stallings,NC,North Carolina,37179,Union,35.1088,-80.6598,16886,771.9,shape,FALSE,TRUE,America/New_York,3,28104,1840017878
Lithia Springs,Lithia Springs,GA,Georgia,13097,Douglas,33.7811,-84.6487,16875,483.3,shape,FALSE,FALSE,America/New_York,3,30122,1840013740
Palmer Ranch,Palmer Ranch,FL,Florida,12115,Sarasota,27.2286,-82.4672,16867,868.2,shape,FALSE,FALSE,America/New_York,3,34238,1840142108
Berea,Berea,SC,South Carolina,45045,Greenville,34.8802,-82.465,16862,845.7,shape,FALSE,FALSE,America/New_York,3,29617 29611,1840013495
Lake Mary,Lake Mary,FL,Florida,12117,Seminole,28.7592,-81.336,16860,717.2,shape,FALSE,TRUE,America/New_York,3,32746 32795,1840015090
Bull Run,Bull Run,VA,Virginia,51153,Prince William,38.7802,-77.5204,16859,2494.7,shape,FALSE,FALSE,America/New_York,2,20109,1840006093
Bristol,Bristol,VA,Virginia,51520,Bristol,36.6181,-82.1604,16849,505.4,shape,FALSE,TRUE,America/New_York,3,24202 24201 24203 24209 24205,1840003879
Bridgeview,Bridgeview,IL,Illinois,17031,Cook,41.7403,-87.8067,16849,1578.4,shape,FALSE,TRUE,America/Chicago,3,60455 60454,1840010140
Marion,Marion,IL,Illinois,17199,Williamson,37.7345,-88.942,16836,451.3,shape,FALSE,TRUE,America/Chicago,3,62959,1840008712
Fairburn,Fairburn,GA,Georgia,13121,Fulton,33.5496,-84.5914,16831,385.5,shape,FALSE,TRUE,America/New_York,3,30213 30268,1840013662
Beckley,Beckley,WV,West Virginia,54081,Raleigh,37.7877,-81.1841,16818,683.6,shape,FALSE,TRUE,America/New_York,3,25801,1840006350
Manassas Park,Manassas Park,VA,Virginia,51685,Manassas Park,38.7709,-77.4429,16798,2137.8,shape,FALSE,TRUE,America/New_York,2,20111,1840003838
Lake Wales,Lake Wales,FL,Florida,12105,Polk,27.9195,-81.5961,16785,319.3,shape,FALSE,TRUE,America/New_York,3,33898 33859 33853,1840015107
Hannibal,Hannibal,MO,Missouri,29127,Marion,39.7098,-91.3939,16771,404.4,shape,FALSE,TRUE,America/Chicago,3,63401,1840007306
Warsaw,Warsaw,IN,Indiana,18085,Kosciusko,41.2448,-85.8465,16768,478,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,46580 46582 46581,1840010277
Albemarle,Albemarle,NC,North Carolina,37167,Stanly,35.3594,-80.1915,16762,359.6,shape,FALSE,TRUE,America/New_York,3,28001 28002,1840013444
Red Wing,Red Wing,MN,Minnesota,27049,Goodhue,44.5817,-92.6036,16758,185.8,shape,FALSE,TRUE,America/Chicago,3,55089 55066,1840008959
Milledgeville,Milledgeville,GA,Georgia,13009,Baldwin,33.0874,-83.2414,16748,319.2,shape,FALSE,TRUE,America/New_York,3,31062 31061 31034,1840014857
Fairview Heights,Fairview Heights,IL,Illinois,17163,St. Clair,38.5974,-90.0053,16745,564,shape,FALSE,TRUE,America/Chicago,3,62208,1840008630
Mastic Beach,Mastic Beach,NY,New York,36103,Suffolk,40.7664,-72.8369,16735,1319.1,shape,FALSE,FALSE,America/New_York,3,11951,1840005089
Radford,Radford,VA,Virginia,51750,Radford,37.1229,-80.5587,16726,667.4,shape,FALSE,TRUE,America/New_York,3,24141 24142 24143,1840003864
Fullerton,Fullerton,PA,Pennsylvania,42077,Lehigh,40.6309,-75.4834,16724,1759.7,shape,FALSE,FALSE,America/New_York,3,18052,1840034977
River Falls,River Falls,WI,Wisconsin,55093,Pierce,44.8609,-92.6247,16719,869.3,shape,FALSE,TRUE,America/Chicago,3,54022,1840002289
Ham Lake,Ham Lake,MN,Minnesota,27003,Anoka,45.2545,-93.2039,16702,187.4,shape,FALSE,TRUE,America/Chicago,3,55304,1840006720
Fort Hunt,Fort Hunt,VA,Virginia,51059,Fairfax,38.7361,-77.0589,16700,1102.1,shape,FALSE,FALSE,America/New_York,3,22307 22308,1840006010
Lady Lake,Lady Lake,FL,Florida,12069,Lake,28.9241,-81.9299,16675,689.5,shape,FALSE,TRUE,America/New_York,3,32159 32158,1840017229
Gladeview,Gladeview,FL,Florida,12086,Miami-Dade,25.8395,-80.2368,16655,2512.4,shape,FALSE,FALSE,America/New_York,2,33147,1840029038
Yulee,Yulee,FL,Florida,12089,Nassau,30.635,-81.5678,16648,277.5,shape,FALSE,FALSE,America/New_York,3,32097 32041,1840013928
Cloverly,Cloverly,MD,Maryland,24031,Montgomery,39.1064,-76.9995,16646,638.6,shape,FALSE,FALSE,America/New_York,3,20905 20861,1840031267
Stone Ridge,Stone Ridge,VA,Virginia,51107,Loudoun,38.9294,-77.5557,16603,2480.3,shape,FALSE,TRUE,America/New_York,2,20105,1840041868
Minneola,Minneola,FL,Florida,12069,Lake,28.6067,-81.7322,16598,575.5,shape,FALSE,TRUE,America/New_York,3,34715 34755,1840015081
Morton,Morton,IL,Illinois,17179,Tazewell,40.6135,-89.4669,16595,497.4,shape,FALSE,TRUE,America/Chicago,3,61550 61650,1840011991
Mattoon,Mattoon,IL,Illinois,17029,Coles,39.4774,-88.3623,16586,620.9,shape,FALSE,TRUE,America/Chicago,3,61938,1840008449
Vincennes,Vincennes,IN,Indiana,18083,Knox,38.6759,-87.5102,16586,859,shape,FALSE,TRUE,America/Indiana/Vincennes,3,47591,1840010730
Hanover,Hanover,PA,Pennsylvania,42133,York,39.8118,-76.9836,16584,1732.3,shape,FALSE,TRUE,America/New_York,3,17331 17332 17333 17334,1840001450
Beaver Dam,Beaver Dam,WI,Wisconsin,55027,Dodge,43.4688,-88.8309,16565,861.6,shape,FALSE,TRUE,America/Chicago,3,53916,1840002738
Niceville,Niceville,FL,Florida,12091,Okaloosa,30.529,-86.4748,16544,443.7,shape,FALSE,TRUE,America/Chicago,3,32578 32588,1840015009
Menomonie,Menomonie,WI,Wisconsin,55033,Dunn,44.8893,-91.9084,16539,463.6,shape,FALSE,TRUE,America/Chicago,3,54751,1840037988
Gardendale,Gardendale,AL,Alabama,1073,Jefferson,33.6677,-86.8069,16534,277.5,shape,FALSE,TRUE,America/Chicago,3,35071 35119,1840002820
Kings Park,Kings Park,NY,New York,36103,Suffolk,40.8881,-73.2475,16516,955.8,shape,FALSE,FALSE,America/New_York,3,11754,1840005085
Buffalo,Buffalo,MN,Minnesota,27171,Wright,45.1794,-93.8644,16499,820.9,shape,FALSE,TRUE,America/Chicago,3,55313,1840006703
Crawfordsville,Crawfordsville,IN,Indiana,18107,Montgomery,40.0428,-86.8976,16491,621.9,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,47933,1840007261
North Arlington,North Arlington,NJ,New Jersey,34003,Bergen,40.7874,-74.1273,16461,2558.3,shape,FALSE,TRUE,America/New_York,2,7031,1840000909
Madison,Madison,NJ,New Jersey,34027,Morris,40.7586,-74.4169,16447,1472.8,shape,FALSE,TRUE,America/New_York,3,7940,1840003574
Bellevue,Bellevue,WI,Wisconsin,55009,Brown,44.4592,-87.955,16442,439.6,shape,FALSE,TRUE,America/Chicago,3,54311,1840000308
Westchester,Westchester,IL,Illinois,17031,Cook,41.8492,-87.8906,16436,1721.7,shape,FALSE,TRUE,America/Chicago,3,60154,1840011332
Dickson,Dickson,TN,Tennessee,47043,Dickson,36.0637,-87.3665,16424,309.1,shape,FALSE,TRUE,America/Chicago,3,37055 37056,1840014468
Southern Pines,Southern Pines,NC,North Carolina,37125,Moore,35.1927,-79.4039,16420,345.2,shape,FALSE,TRUE,America/New_York,3,28327 28374 28387 28388,1840017850
Hueytown,Hueytown,AL,Alabama,1073,Jefferson,33.4239,-87.022,16414,316.8,shape,FALSE,TRUE,America/Chicago,3,35023,1840014796
Vienna,Vienna,VA,Virginia,51059,Fairfax,38.8996,-77.2597,16412,1439.1,shape,FALSE,TRUE,America/New_York,3,22180 22183 22185,1840003829
Saraland,Saraland,AL,Alabama,1097,Mobile,30.8479,-88.1004,16404,185.3,shape,FALSE,TRUE,America/Chicago,3,36571,1840015886
